Date,Obs,ID,FIACode,treatment,HHMMSS,FTime,EBal?,Photo,Cond,WUE,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
8/16/2021,11,13_4,BELE,1,10:16:35,488.9999891,0,10.03790699,0.215667322,46.54347676,281.0532139,2.604572463,1.218259355,26.04737663,6,1.420000017,1,2.840000033,25.97377968,26.04737663,25.9130764,400.0813904,367.0335999,14.77919102,22.43294907,42.34596634,64.27584839,199.5995331,1999.569946,1365.272827,96.53078461,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332665888,0.002604572,299.1973766,299.1237797,319.9311843,2.318138019,3.383729529,35.05337228,12.62042322,26.01057816,3.376371114,0.200445641,2.165470174,1.21090094,0.126562604,27.13028725,0.765742466,65.54737681,362.2620596,0.0181625
8/16/2021,12,13_4,BELE,1,10:16:36,489.999989,0,10.0474055,0.216317864,46.44741453,281.1953851,2.603946878,1.214590234,26.03033638,6,1.420000017,1,2.840000033,25.97283363,26.03033638,25.91188431,400.0821533,367.0074158,14.78377342,22.43550873,42.36171722,64.28714752,199.6038208,1999.57959,1364.608398,96.53135681,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332673035,0.002603947,299.1803364,299.1228336,319.9327272,2.320629068,3.380320332,35.01784751,12.58233878,26.00158501,3.374574924,0.201007474,2.165730098,1.208844825,0.126920995,27.14417205,0.766184477,65.62439996,362.2313604,0.018202592
8/16/2021,13,13_4,BELE,1,10:16:37,490.499989,0,10.05829361,0.2162682,46.50842616,281.0576668,2.603214018,1.214507174,26.02964401,6,1.420000017,1,2.840000033,25.97271919,26.02964401,25.91164589,400.0780945,366.9703369,14.78505611,22.43496323,42.36562729,64.28594208,199.5954437,1999.609863,1364.335449,96.53123474,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332659073,0.002603214,299.179644,299.1227192,319.937571,2.321128742,3.380181876,35.01645747,12.58149424,26.0011816,3.374494372,0.200964591,2.165674702,1.20881967,0.12689364,27.13084361,0.765886608,65.62481844,362.1891059,0.01822456
8/16/2021,14,13_4,BELE,1,10:16:38,490.999989,0,10.05896666,0.215837772,46.60429251,280.885182,2.602425556,1.21637878,26.03931236,6,1.420000017,1,2.840000033,25.97328568,26.03931236,25.91261673,400.0690002,366.9601135,14.78796577,22.43556404,42.37263107,64.28564453,199.595108,1999.625,1364.347778,96.53142548,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332658513,0.002602426,299.1893124,299.1232857,319.9399928,2.320329098,3.382115759,35.03642199,12.60085795,26.00629902,3.375516343,0.200592871,2.165736978,1.209779365,0.126656519,27.11424701,0.765437909,65.58631984,362.1785625,0.018215617
8/16/2021,15,13_4,BELE,1,10:16:38,491.999989,0,10.0738498,0.215247897,46.80115318,280.5170634,2.600602204,1.218610452,26.04999352,6,1.420000017,1,2.840000033,25.9740696,26.04999352,25.91463089,400.0742798,366.9224243,14.79219341,22.43456459,42.38282013,64.27986145,199.5918884,1999.67981,1364.421631,96.53153229,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332653147,0.002600602,299.1999935,299.1240696,319.9487624,2.32001214,3.384253348,35.05852717,12.62396258,26.01203156,3.376661478,0.200083283,2.165642896,1.211018582,0.126331468,27.07874196,0.764513273,65.53793147,362.1337986,0.018231363
8/16/2021,16,13_5,QURU,1,10:19:59,692.4999845,0,7.519188063,0.131901328,57.0061589,272.7590164,1.874503817,1.394954358,26.22325134,6,1.420000017,1,2.840000033,25.88365936,26.22325134,25.82298851,399.9768066,375.2564392,15.45332813,20.97063828,44.51057434,60.40221024,199.5748901,2001.525269,234.5305481,96.52246857,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332624817,0.001874504,299.3732513,299.0336594,320.2440358,2.651683668,3.419092132,35.4227589,14.45212062,26.05345535,3.384946409,0.126047176,2.024137774,1.360808635,0.079285328,26.32737358,0.726860322,59.88056773,371.6821773,0.012113932
8/16/2021,17,13_5,QURU,1,10:19:59,692.4999845,0,7.519188063,0.131901328,57.0061589,272.7590164,1.874503817,1.394954358,26.22325134,6,1.420000017,1,2.840000033,25.88365936,26.22325134,25.82298851,399.9768066,375.2564392,15.45332813,20.97063828,44.51057434,60.40221024,199.5748901,2001.525269,234.5305481,96.52246857,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332624817,0.001874504,299.3732513,299.0336594,320.2440358,2.651683668,3.419092132,35.4227589,14.45212062,26.05345535,3.384946409,0.126047176,2.024137774,1.360808635,0.079285328,26.32737358,0.726860322,59.88056773,371.6821773,0.012113932
8/16/2021,18,13_5,QURU,1,10:20:00,692.9999845,0,7.522248574,0.131645181,57.14032612,272.5536599,1.87240087,1.395979178,26.22614288,6,1.420000017,1,2.840000033,25.88230133,26.22614288,25.82092094,399.99823,375.2706909,15.45486736,20.96607208,44.51858902,60.39390945,199.5727692,2001.555176,240.8983002,96.52246857,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332621282,0.001872401,299.3761429,299.0323013,320.248821,2.652223356,3.419676212,35.42881013,14.46273804,26.05422211,3.38509993,0.125813242,2.023697034,1.361402897,0.079137237,26.30755207,0.726285496,59.85446013,371.6949742,0.012113162
8/16/2021,19,13_5,QURU,1,10:20:01,693.4999845,0,7.509636237,0.131330472,57.18121714,272.5334175,1.870428427,1.397693479,26.23144722,6,1.420000017,1,2.840000033,25.88082123,26.23144722,25.8192234,400.006073,375.3197021,15.45434952,20.95949554,44.52082443,60.38002777,199.5832825,2001.586792,244.381485,96.52209473,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332638804,0.001870428,299.3814472,299.0308212,320.2538796,2.652359835,3.420747893,35.44005031,14.48055477,26.05613422,3.385482805,0.125525769,2.023054414,1.362428391,0.078955259,26.30549634,0.72613672,59.81340057,371.7499807,0.012082768
8/16/2021,20,13_5,QURU,1,10:20:02,694.9999845,0,7.462742878,0.130683513,57.10546577,272.7489313,1.864963988,1.400203311,26.23683739,6,1.420000017,1,2.840000033,25.87534714,26.23683739,25.81374931,399.9485474,375.4090271,15.45573235,20.94482994,44.53913879,60.35719681,199.5850067,2001.654175,242.5827484,96.52185822,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332641678,0.001864964,299.3868374,299.0253471,320.2646608,2.653775028,3.421837217,35.45142292,14.50659298,26.05609226,3.385474402,0.124934607,2.021633906,1.363840496,0.078581054,26.32623368,0.72653802,59.74535723,371.8615965,0.011990059
8/16/2021,21,10_6,QURU,0,10:25:24,1018.499977,0,14.86242736,0.507413518,29.2905625,293.2277765,3.65488019,0.794231856,25.88328171,6,1.420000017,1,2.840000033,26.03957558,25.88328171,25.95512009,400.0929871,351.546051,15.79680443,26.49410057,45.07339096,75.59623718,199.5671082,1998.606812,927.7665405,96.5042038,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332611847,0.00365488,299.0332817,299.1895756,319.7770827,1.821108958,3.351023937,34.72412397,8.230023403,25.96142864,3.366564723,0.430497871,2.556792081,0.809772642,0.275054656,28.29771311,0.834109146,79.2566061,344.4811649,0.034194774
8/16/2021,22,10_6,QURU,0,10:25:25,1018.499977,0,14.86242736,0.507413518,29.2905625,293.2277765,3.65488019,0.794231856,25.88328171,6,1.420000017,1,2.840000033,26.03957558,25.88328171,25.95512009,400.0929871,351.546051,15.79680443,26.49410057,45.07339096,75.59623718,199.5671082,1998.606812,927.7665405,96.5042038,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332611847,0.00365488,299.0332817,299.1895756,319.7770827,1.821108958,3.351023937,34.72412397,8.230023403,25.96142864,3.366564723,0.430497871,2.556792081,0.809772642,0.275054656,28.29771311,0.834109146,79.2566061,344.4811649,0.034194774
8/16/2021,23,10_6,QURU,0,10:25:26,1018.999977,0,14.86198867,0.508080256,29.25126197,293.2879388,3.656183076,0.793630238,25.88125229,6,1.420000017,1,2.840000033,26.04089165,25.88125229,25.95569611,400.08078,351.5401306,15.79649258,26.49619484,45.06893921,75.59623718,199.592926,1998.601196,936.5870361,96.50408173,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332654877,0.003656183,299.0312523,299.1908916,319.7761843,1.8208892,3.35062119,34.71999453,8.223799693,25.96107197,3.366493649,0.4309777,2.556990952,0.809502697,0.275368066,28.30348321,0.834294333,79.27397739,344.475453,0.034201826
8/16/2021,24,10_6,QURU,0,10:25:26,1019.499977,0,14.85980132,0.509093678,29.18873669,293.4148742,3.656718381,0.792410705,25.87604523,6,1.420000017,1,2.840000033,26.0420475,25.87604523,25.95638847,400.0963135,351.5601807,15.79656601,26.49809456,45.06612015,75.59657288,199.5876923,1998.618774,952.0773315,96.50419617,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332646154,0.003656718,299.0260452,299.1920475,319.7789968,1.821498192,3.34958802,34.7092474,8.211152842,25.95904636,3.366090039,0.431706661,2.557177315,0.808912724,0.275844232,28.31576657,0.834607815,79.30580135,344.4965428,0.034208426
8/16/2021,25,10_6,QURU,0,10:25:27,1021.499977,0,14.85139473,0.509527474,29.14738751,293.5174846,3.659650647,0.792469363,25.87955093,6,1.420000017,1,2.840000033,26.04671669,25.87955093,25.96050453,400.0996094,351.59375,15.79648018,26.50464821,45.05350494,75.59452057,199.6225433,1998.553955,961.3840942,96.50436401,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332704239,0.003659651,299.0295509,299.1967167,319.7686257,1.820057112,3.350283581,34.7163946,8.211746388,25.96313381,3.366904524,0.432018558,2.557814219,0.809090305,0.276047977,28.32571818,0.834819972,79.3110997,344.5341082,0.03418763
8/16/2021,26,8_5,CADE,open,10:28:10,1184.499974,0,8.22731424,0.142402197,57.77519177,269.1226029,1.995453067,1.378553736,26.65189552,6,1.420000017,1,2.840000033,26.27094269,26.65189552,26.17412186,400.0095215,373.0395813,16.18676758,22.05303955,45.55598068,62.06599808,199.5932617,1999.666992,135.2518921,96.49824524,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332655436,0.001995453,299.8018955,299.4209427,319.9467116,2.580699128,3.506633355,36.33883027,14.28579072,26.46141911,3.467494049,0.135602851,2.128079619,1.33941443,0.085337513,25.96985894,0.721431763,61.43850316,369.1287101,0.013693702
8/16/2021,27,8_5,CADE,open,10:28:11,1185.499974,0,8.213380096,0.142412234,57.67327613,269.2856388,1.994887685,1.378067418,26.65034103,6,1.420000017,1,2.840000033,26.27131081,26.65034103,26.17559814,399.9601746,373.0320129,16.19005013,22.05482101,45.56408691,62.06946564,199.5874176,1999.588257,132.6646423,96.49794769,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332645696,0.001994888,299.800341,299.4213108,319.9341139,2.581097355,3.506312382,36.3356161,14.28079509,26.46082592,3.467372759,0.135611952,2.128244965,1.339127794,0.08534328,25.98551149,0.721883456,61.44873613,369.1277654,0.013672822
8/16/2021,28,8_5,CADE,open,10:28:12,1186.499973,0,8.202472502,0.142505107,57.5591477,269.5155448,1.99341819,1.376211022,26.64167213,6,1.420000017,1,2.840000033,26.27212334,26.64167213,26.17681313,399.9597473,373.066925,16.19529915,22.05550385,45.57669067,62.0684433,199.5956573,1999.529785,131.6610107,96.49799347,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332659429,0.001993418,299.7916721,299.4221233,319.9247585,2.583004036,3.504522888,36.3170545,14.26155066,26.45689774,3.466569647,0.135696165,2.128311866,1.338257781,0.085396643,26.00770928,0.722432161,61.482564,369.1678625,0.013660697
8/16/2021,29,8_5,CADE,open,10:28:13,1186.999973,0,8.188034461,0.142488174,57.46465992,269.6916463,1.992281625,1.375591737,26.63866234,6,1.420000017,1,2.840000033,26.27241707,26.63866234,26.1771965,399.9331055,373.0837097,16.19828987,22.05540466,45.58449173,62.06731796,199.5871124,1999.510254,132.2388,96.49834442,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332645187,0.001992282,299.7886623,299.4224171,319.9216335,2.583982241,3.503901772,36.31048588,14.25508121,26.4555397,3.466292036,0.135680811,2.128310036,1.337982001,0.085386914,26.02479737,0.722871675,61.49298551,369.1915103,0.013638089
8/16/2021,30,8_5,CADE,open,10:28:14,1187.999973,0,8.184588825,0.142511397,57.43111777,269.725733,1.991015019,1.374512369,26.63309479,6,1.420000017,1,2.840000033,26.27329636,26.63309479,26.17816925,399.8938904,373.0566101,16.20133591,22.05469322,45.59067917,62.06206512,199.5884094,1999.455688,132.8617706,96.4983139,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332647349,0.001991015,299.7830948,299.4232964,319.912903,2.585384262,3.502753078,36.29859359,14.24390037,26.45319557,3.465812893,0.135701868,2.12824071,1.337572183,0.085400257,26.02807846,0.723015558,61.51113175,369.1660486,0.013637314
8/16/2021,31,7_4,BELE,1,10:31:22,1376.499969,0,7.872611543,0.205548896,38.30043214,301.3587237,2.542353147,1.240819743,26.9504528,6,1.420000017,1,2.840000033,26.62443924,26.9504528,26.55164337,400.0531616,373.5289001,16.66505241,24.12428474,45.93412399,66.49411011,199.5664368,1998.499146,1360.344849,96.49768829,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332610728,0.002542353,300.1004528,299.7744392,319.7598561,2.311198456,3.568757452,36.98282845,12.85854371,26.78744602,3.534720815,0.191676077,2.32793771,1.206783106,0.1209712,29.08042018,0.806788239,66.55581596,369.7866377,0.01416947
8/16/2021,32,7_4,BELE,1,10:31:23,1376.499969,0,7.872611543,0.205548896,38.30043214,301.3587237,2.542353147,1.240819743,26.9504528,6,1.420000017,1,2.840000033,26.62443924,26.9504528,26.55164337,400.0531616,373.5289001,16.66505241,24.12428474,45.93412399,66.49411011,199.5664368,1998.499146,1360.344849,96.49768829,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332610728,0.002542353,300.1004528,299.7744392,319.7598561,2.311198456,3.568757452,36.98282845,12.85854371,26.78744602,3.534720815,0.191676077,2.32793771,1.206783106,0.1209712,29.08042018,0.806788239,66.55581596,369.7866377,0.01416947
8/16/2021,33,7_4,BELE,1,10:31:23,1376.999969,0,7.868070074,0.205694904,38.25116676,301.4398441,2.543775221,1.240688589,26.95199013,6,1.420000017,1,2.840000033,26.6263237,26.95199013,26.5536499,400.0415344,373.5290833,16.66551399,24.12895203,45.9303627,66.49968719,199.5645905,1998.600342,1360.842163,96.49781799,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332607651,0.002543775,300.1019901,299.7763237,319.7760475,2.310711344,3.56907981,36.98611932,12.85716729,26.78915691,3.535076581,0.191803036,2.328391221,1.20668536,0.121052113,29.08828721,0.807005017,66.56383707,369.7889796,0.014162914
8/16/2021,34,7_4,BELE,1,10:31:24,1377.499969,0,7.878928259,0.205793355,38.28563006,301.3682799,2.545011592,1.240731374,26.95450592,6,1.420000017,1,2.840000033,26.62825966,26.95450592,26.5558033,400.0628357,373.5172729,16.66717911,24.13397217,45.92972183,66.50595093,199.5708466,1998.784912,1362.043823,96.49783325,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332618078,0.002545012,300.1045059,299.7782597,319.8055788,2.310342915,3.569607396,36.9915808,12.85760863,26.79138279,3.53553948,0.191888635,2.328876022,1.206663458,0.121106666,29.08138602,0.806838938,66.56852597,369.7720078,0.014184109
8/16/2021,35,7_4,BELE,1,10:31:25,1378.999969,0,7.870288368,0.206086899,38.18917363,301.5443569,2.548772105,1.240891659,26.96185875,6,1.420000017,1,2.840000033,26.63399506,26.96185875,26.5618782,400.0592651,373.5378723,16.67136765,24.14835739,45.92562866,66.52294922,199.5902252,1999.337891,1365.487427,96.49758148,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332650375,0.002548772,300.1118587,299.7839951,319.8940553,2.309227339,3.571149744,37.0076606,12.85930321,26.7979269,3.536900719,0.192143827,2.330258085,1.206642634,0.121269307,29.09830115,0.80726582,66.58134333,369.7967142,0.014170336
8/16/2021,36,7_7,CADE,open,10:36:09,1662.999963,0,14.92697876,0.284830205,52.40658644,255.3021212,3.044041669,1.098386448,27.19552231,6,1.420000017,1,2.840000033,27.05079269,27.19552231,27.03589439,400.0961609,351.9914551,17.2276001,26.14126015,46.29999161,70.25587463,199.5454102,2000.414673,659.9938354,96.47894287,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332575684,0.003044042,300.3455223,300.2007927,320.0663405,2.086992241,3.620467592,37.52598737,11.38472723,27.1231575,3.605130869,0.258867756,2.522081144,1.083049725,0.163940443,24.63127876,0.725307724,71.52049594,344.8958843,0.030953832
8/16/2021,37,7_7,CADE,open,10:36:10,1663.499963,0,14.93724767,0.284870665,52.43519079,255.2395125,3.045932559,1.098922895,27.20063972,6,1.420000017,1,2.840000033,27.05134964,27.20063972,27.03645325,400.1174011,351.9816589,17.22801208,26.14683342,46.29981613,70.26890564,199.5526733,2000.378296,613.0675049,96.47942352,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332587789,0.003045933,300.3506397,300.2013496,320.0605202,2.085363457,3.621554311,37.53706416,11.39023074,27.12599468,3.605731101,0.258901176,2.522631415,1.083099685,0.163961889,24.62536103,0.725150036,71.51526055,344.8812068,0.030974177
